"D" "g0" "sigma" "z" "se.D" "se.g0" "se.sigma" "se.z" "logLik" "AIC" "maxgrad"
1651.21123119 0.968321001723 12.2204006956 6.15274773334 188.69 0.027923 0.79722 0.81327 -836.03 1680.06 -4.63065e-05
1498.84914168 0.999999946838 10.8974011233 4.70647602757 177.04 5.3173e-05 0.67058 0.36629 -807.815 1623.63 -5.86498e-06
1714.34424413 0.918186785479 12.0916970978 6.91966630278 204.55 0.043025 0.82636 1.3766 -802.883 1613.766 -9.30037e-05
1871.11978187 0.991477809036 10.2755441049 5.58333349831 202.89 0.048616 0.71278 0.83163 -776.362 1560.724 -9.2304e-05
1335.00549472 0.999999758787 11.2339660024 4.75027122394 165.54 0.00024122 0.75003 0.38407 -747.677 1503.354 -4.90013e-05
1507.82272594 0.91065411399 13.9721169827 7.87224329192 178.02 0.035176 1.0274 1.4946 -866.872 1741.744 -2.64976e-05
1680.4906764 0.885875934916 14.5180460501 11.3719819378 186.15 0.037673 1.1526 4.9515 -928.696 1865.392 -3.74266e-05
1360.9702737 0.882070586347 13.4170110682 8.04357273094 176.55 0.040227 1.1245 1.8128 -745.14 1498.28 -2.90143e-05
1700.90800574 0.947825688313 11.8697210814 6.88311043886 191.53 0.039156 0.8701 1.2705 -798.215 1604.43 -1.29444e-05
1786.5170309 0.891816436626 11.7596831036 6.66796686517 213.47 0.045265 0.86036 1.3583 -814.263 1636.526 -1.08568e-05
1606.10437 0.941327655355 12.4109179822 6.26585801713 184.26 0.034691 0.9138 0.87621 -852.66 1713.32 -1.58252e-05
1730.56817862 0.885494300032 12.9666467601 8.87270188941 192.83 0.039125 0.96936 2.3663 -843.839 1695.678 -4.93511e-06
1957.75624476 0.963333684942 11.2891663728 6.99353591232 197.82 0.031324 0.72828 1.08 -860.126 1728.252 -3.97706e-05
1808.15913901 0.971016856492 11.1803850275 6.36101495278 190.98 0.03883 0.77857 0.98014 -820.024 1648.048 -2.32841e-05
1338.1271641 0.910771013473 14.289010795 6.97907717876 170.28 0.040891 1.2344 1.1931 -854.576 1717.152 -5.84499e-05
1472.17366511 0.961075150008 12.2521250021 6.32533610598 172.99 0.042452 0.91279 1.0058 -769.83 1547.66 -7.07398e-06
1296.65080712 0.942554605397 13.0696284046 6.59200692692 162.99 0.041386 1.0492 1.0576 -740.488 1488.976 -9.85101e-06
1504.23658668 0.954102567949 12.3762579762 5.5117796382 183.35 0.05549 1.0116 0.87143 -874.182 1756.364 -9.90915e-06
1547.15082298 0.916188441958 12.6129031288 6.82737859072 182.81 0.038741 0.95057 1.085 -808.1 1624.2 -9.21885e-05
1615.89514027 0.963767896179 11.6071124364 6.26207316197 183.54 0.036612 0.82942 0.88643 -775.981 1559.962 -2.68641e-05
1627.94400255 0.999999161374 11.7433806577 6.30778653536 175.25 0.00083809 0.68576 0.57069 -786.487 1580.974 -2.20909e-05
1708.05448547 0.886999152648 11.7293044241 7.0549286091 191.85 0.055383 1.0802 1.6262 -783.014 1574.028 -5.60364e-05
1607.04528071 0.87598849601 13.4300825464 8.02587975097 187.95 0.042326 1.0438 1.8383 -851.789 1711.578 -6.66456e-06
1879.66005393 0.921701171368 12.2794610696 9.53954240097 191.59 0.032438 0.78418 2.3742 -832.744 1673.488 -7.17172e-05
1456.51443669 0.932389143731 12.4951424111 6.30827856963 176.87 0.038896 0.94877 0.95534 -784.862 1577.724 -3.74176e-05
1473.00671683 0.933646779779 12.761261301 6.30663918755 178.12 0.044058 1.0932 1.0153 -829.544 1667.088 -2.33944e-06
1669.05148943 0.943916278169 12.061753088 7.24910552225 182.86 0.038244 0.87792 1.389 -794.326 1596.652 -7.46786e-05
1579.0586387 0.910480274458 11.730411785 6.17782981699 195.95 0.047912 0.86682 1.0776 -762.871 1533.742 -7.78084e-05
1508.1454077 0.917742225978 12.3510103842 6.93354504959 179.48 0.045847 1.0726 1.3267 -768.168 1544.336 -1.04301e-05
1483.20969638 0.969972317844 11.2578340995 5.40315149704 181.99 0.040683 0.82685 0.69579 -735.08 1478.16 -2.63192e-05
1927.74129614 0.919142629255 11.7246102755 8.21771961202 203.41 0.042883 0.87067 2.2554 -833.66 1675.32 -6.44295e-05
1642.85419776 0.857161743666 13.2227299904 8.57469569883 194.33 0.045356 1.0549 2.5183 -829.964 1667.928 -3.37507e-07
1713.43901915 0.895600516471 12.4062430975 7.62563521564 200.93 0.038849 0.95152 1.7541 -816.593 1641.186 -3.86148e-05
1650.73139403 0.972156478534 11.9001366874 5.73523668832 187.5 0.03957 0.83132 0.74474 -874.335 1756.67 -8.75081e-05
1404.99676748 0.99999979495 11.8144978933 5.8183112571 164.26 0.00020504 0.7512 0.5106 -718.702 1445.404 -1.79938e-05
1505.73658163 0.915213487217 11.4036576645 8.04037006025 209.55 0.057341 0.90847 3.382 -605.359 1218.718 -6.86275e-05
1848.40808549 0.994378940729 10.4630140856 5.78117018795 194.57 0.034649 0.75685 0.76723 -788.411 1584.822 -3.2758e-05
1686.60127425 0.866469335173 12.382545597 8.27438959365 194.69 0.048428 1.0705 2.5279 -803.233 1614.466 -9.53873e-05
2132.87849673 0.913388217848 10.9692534362 6.71811968128 223.98 0.044331 0.75706 1.3054 -882.583 1773.166 -3.34991e-05
1643.30298437 0.912704147295 13.125518238 6.65807670731 191.97 0.038594 0.96258 1.0783 -914.658 1837.316 -3.53781e-06
1913.05888618 0.938525188627 12.0646305536 8.5850434698 192.94 0.030341 0.77089 1.7878 -853.366 1714.732 -6.16733e-05
1411.94831668 0.930348770536 12.6785574183 6.60630745808 174.09 0.044366 1.0336 1.1741 -765.582 1539.164 -1.41794e-05
1686.84296635 0.886730935632 12.761167933 9.45622475112 195.75 0.048923 1.0218 4.012 -779.785 1567.57 -4.82155e-06
1894.23204331 0.863738632872 12.4419369546 8.25191880898 209.71 0.044883 0.91223 2.284 -870.106 1748.212 -4.38694e-05
1397.51741922 0.978391322341 12.3331670986 5.65327932727 165.86 0.035223 0.92703 0.71902 -787.148 1582.296 -5.97095e-05
1451.01901119 0.999999840067 10.7966307801 4.74925820099 175.28 0.00015995 0.68478 0.38669 -747.588 1503.176 -7.82502e-05
1970.56061392 0.999999779003 10.2861875864 6.05458555559 194.98 0.00022098 0.52525 0.53186 -796.769 1601.538 -9.56958e-05
1650.44950553 0.869006909744 12.612746228 7.30627942607 195.88 0.044896 1.0207 1.5391 -820.694 1649.388 -3.29421e-06
1978.41121118 0.918596776384 11.1606147485 6.47340283732 209.93 0.050644 0.94437 1.1957 -888.985 1785.97 -5.69076e-05
1594.47661239 0.93989770772 12.0158130768 5.76960756564 187.73 0.046509 0.98775 0.87434 -851.867 1711.734 -1.40358e-06
1857.44357753 0.960200645886 10.8376180136 5.92059822826 206.87 0.047202 0.76987 0.951 -815.85 1639.7 -7.43748e-05
1605.35829126 0.909781191827 12.5985321712 6.8000845853 190.59 0.047864 1.0493 1.3558 -837.646 1683.292 -7.62487e-06
1760.29918033 0.94441623891 10.9154435454 6.04172817896 201.76 0.056738 0.84432 1.1335 -787.363 1582.726 -9.76683e-06
1982.02679648 0.790905542486 12.9595770848 19.9999945899 207.72 0.03031 0.7759 0.024067 -830.633 1669.266 -2.59157e-05
1611.34422124 0.900896042214 12.5678072049 7.42065563496 187.32 0.040083 0.95255 1.461 -820.163 1648.326 -6.92731e-06
1778.71562913 0.918544812529 12.2562603513 7.61064957063 193.74 0.039837 0.93074 1.6344 -837.817 1683.634 -6.32142e-05
1531.94176296 0.985930160558 11.6393174553 5.51475117204 183 0.055051 0.91393 0.85492 -813.749 1635.498 -3.62367e-06
1544.27352918 0.968102548178 12.395674142 6.464411493 176.34 0.032015 0.86617 0.83461 -821.734 1651.468 -3.35904e-06
1674.81180267 0.999999874614 10.7582497973 5.27839731633 183.3 0.0001254 0.62427 0.4315 -809.895 1627.79 -6.15025e-05
1588.01597206 0.894622892226 11.393625266 6.5985799483 194.35 0.049555 0.9075 1.3067 -706.096 1420.192 -4.34516e-06
1361.74117776 0.999999917932 11.6202319413 5.20290518717 163.81 8.243e-05 0.75473 0.4428 -736.052 1480.104 -9.60948e-05
1815.84699001 0.974527209774 10.8997691167 5.92184221551 195.97 0.032952 0.71775 0.7912 -809.314 1626.628 -9.27155e-05
1396.32952229 0.85106820069 14.7099061971 9.2853378606 183.8 0.042052 1.1665 3.0036 -823.545 1655.09 -1.1582e-05
1508.91865153 0.889526883739 12.6358994222 7.97332963897 185.26 0.044682 0.98982 2.0371 -720.396 1448.792 -4.5613e-05
1732.33934755 0.944316744126 11.6960085656 6.37005754527 192.74 0.040184 0.85306 0.95175 -844.662 1697.324 -5.51171e-06
1936.6970122 0.868014754903 12.3280313927 9.8031872994 206.52 0.041083 0.93505 3.5003 -842.438 1692.876 -3.7803e-05
1434.42634457 0.891913735002 14.0134139825 6.59890193784 182.61 0.036204 1.0706 1.0085 -890.438 1788.876 -8.16943e-05
1492.1975305 0.987134812035 11.3737162209 5.26448553764 179.16 0.036422 0.84667 0.65617 -769.347 1546.694 -9.91635e-05
1467.91187251 0.888371646306 13.4642967701 7.20322981121 182.49 0.038597 1.092 1.3091 -824.892 1657.784 -7.87689e-05
1656.31049699 0.920235203134 12.294614217 6.71507030007 190.8 0.043564 0.91086 1.2046 -828.867 1665.734 -1.12698e-05
1482.90510189 0.93251416257 13.2011093141 6.94381377088 174.28 0.036493 0.9619 1.1063 -829.544 1667.088 -1.06267e-05
1669.76771136 0.918517971534 11.5535565232 5.37018453452 206.09 0.042387 0.85167 0.76294 -845.798 1699.596 -8.89254e-06
1984.84492103 0.911472640163 11.1351110046 6.79961936995 205.47 0.051872 0.93575 1.4178 -856.152 1720.304 -8.73727e-07
1767.75994984 0.919463321236 11.9157559584 7.79581971264 205.23 0.043457 0.84418 2.074 -800.643 1609.286 -4.99547e-06
1698.14255362 0.896887860409 13.2375458893 8.60525840006 190.16 0.041211 1.0232 2.3585 -863.044 1734.088 -5.80301e-05
1922.23323155 0.907367752604 12.4319466241 8.72480288646 198 0.037858 0.88817 2.1982 -862.609 1733.218 -4.44906e-05
1664.87758072 0.999998902536 10.5932305764 5.52336647448 179.61 0.0010972 0.60516 0.45862 -755.032 1518.064 -6.41e-06
1672.7020153 0.913361304623 12.1790449844 7.6105444102 196.08 0.036761 0.83318 1.5984 -777.39 1562.78 -6.91206e-05
1465.86749663 0.910589680448 12.8791619714 6.3587028564 183.06 0.037874 0.97238 0.97689 -811.771 1631.542 -1.30224e-05
1636.70080388 0.943343474386 11.955635744 5.88936234725 191.18 0.03625 0.84594 0.80668 -855.813 1719.626 -3.09234e-06
1283.80421614 0.931557235964 12.8008298445 5.96928686613 167.6 0.039028 1.0132 0.84307 -745.043 1498.086 -1.57565e-05
