"D" "ssb0" "ssb1" "sigmass" "sigmatoa" "se.D" "se.ssb0" "se.ssb1" "se.sigmass" "se.sigmatoa" "logLik" "AIC" "maxgrad"
1663.77959081 159.009536013 2.35927007512 8.66034411454 0.00183500762918 126.81 0.93727 0.093548 0.3347 0.00011833 -1032.59 2075.18 -5.80402e-05
1579.39232686 161.296676845 2.43345255912 8.97238339004 0.00186062533158 119.26 0.98276 0.094433 0.32784 0.0001104 -1020.68 2051.36 -5.09869e-06
1684.56001917 159.911849482 2.39502712716 9.06669399594 0.00179671353351 125.05 0.9207 0.088964 0.32461 0.00010505 -1062.27 2134.54 -4.07343e-06
1872.36903375 160.292697724 2.52348752419 9.87374967673 0.00185316109125 140.21 1.1197 0.10219 0.38726 0.00012719 -1249.04 2508.08 -0.000631953
1746.81076294 160.348993195 2.49057134121 9.36369949611 0.00190628796082 131.9 1.0238 0.099261 0.36224 0.00012943 -1139.37 2288.74 -2.64978e-05
1491.8704985 158.950896992 2.25686269142 9.04813331562 0.00195124615909 117.51 0.98792 0.094385 0.35003 0.00012028 -1001.1 2012.2 -2.82326e-05
1512.38535614 159.689283139 2.32156392972 8.84950121992 0.00196034883326 117.57 0.98598 0.093237 0.34 0.00012067 -986.239 1982.478 -0.000529945
1858.99236872 160.146293342 2.38964720478 9.54712117041 0.00202081306133 131.4 0.89588 0.089056 0.32377 0.0001117 -1247.9 2505.8 -1.31288e-05
1672.73300807 158.784087882 2.21210072225 8.96850201962 0.0017364191085 122.62 0.93517 0.086505 0.31378 0.00010217 -1129.22 2268.44 -7.38391e-05
1563.17224444 158.08295107 2.20817372543 8.60182851248 0.00206044940554 121.45 0.92331 0.089383 0.32721 0.00012505 -1020.65 2051.3 -1.76703e-06
1827.24687352 159.005837703 2.31306891076 9.27965404465 0.00190659421584 131.7 0.92544 0.090235 0.32487 0.00010747 -1201.35 2412.7 -0.000145409
1635.63409942 160.082541953 2.43881600927 9.08899277623 0.00184823527039 124.8 0.97052 0.094451 0.34078 0.00011004 -1020.36 2050.72 -1.863e-05
1840.21590033 160.636357194 2.41646274571 8.76092792877 0.00181757612294 129.71 0.88495 0.084579 0.3067 0.00010471 -1152.59 2315.18 -4.81544e-06
1730.63492365 159.231095779 2.47498375335 9.39674592673 0.00182863173492 135.31 1.0873 0.10848 0.38747 0.00013259 -1106.12 2222.24 -1.02502e-05
1868.45598204 160.627685912 2.46256799354 8.94598304237 0.0017589247836 131.51 0.90212 0.086103 0.31011 9.8751e-05 -1154.57 2319.14 -5.08359e-05
1589.7777117 159.084402313 2.3441389565 9.54096005956 0.00185820597243 124.04 1.0147 0.098726 0.36143 0.00011741 -1040.6 2091.2 -0.00017072
1516.01247224 160.473601699 2.39657862935 9.43910533421 0.00175460069807 118.62 1.0296 0.098997 0.34933 0.00010815 -998.013 2006.026 -0.00317134
1738.19678478 160.380327066 2.36462252345 8.85258600378 0.00187788553596 126.04 0.91059 0.085197 0.31161 0.00010882 -1108.86 2227.72 -1.23002e-05
1641.62323203 161.002459664 2.41195458029 9.38438587534 0.00178768113646 122.44 1.0171 0.094762 0.3538 0.00011261 -1133.38 2276.76 -4.58157e-05
1637.20067876 162.212651032 2.59709689102 8.89556154717 0.00188371462873 124.41 0.99517 0.097654 0.34817 0.00012013 -1006.78 2023.56 -0.000184427
1955.79009482 158.175796223 2.33765935796 9.23877314057 0.00167555974651 140.42 0.9588 0.092127 0.33897 0.00010743 -1257.39 2524.78 -9.25096e-05
1541.34114766 159.764928318 2.3801956424 8.89039320923 0.00201553738699 119.29 0.9476 0.092634 0.32858 0.00012071 -963.082 1936.164 -0.00139441
1506.72095527 160.199051103 2.36176451741 8.97751270921 0.00182433271267 117.4 1.0494 0.098806 0.35196 0.00011495 -990.756 1991.512 -1.56589e-05
1702.39884007 161.531800249 2.53352507195 8.74955590482 0.00170659422705 125.67 0.92247 0.093237 0.31819 0.00010232 -1017.31 2044.62 -2.0537e-05
1572.08105564 160.443717675 2.34389982909 8.68664052237 0.00194463680159 118.09 0.92227 0.088411 0.31212 0.00011264 -988.054 1986.108 -1.98294e-06
1582.84264925 158.091537384 2.15294215007 8.7758494301 0.00172735272197 119.21 0.88967 0.08448 0.31281 0.00010617 -1045.86 2101.72 -0.000845548
1624.92566042 160.779987039 2.41911235249 9.01210379127 0.00193479335886 121.27 0.92519 0.092013 0.32376 0.00010998 -1033.64 2077.28 -0.000436012
1625.39548922 159.805226266 2.39680212802 8.66001351447 0.00182006861804 125.26 0.97095 0.093907 0.32859 0.0001144 -1000.65 2011.3 -1.09985e-05
1635.09640047 160.781392809 2.45983362946 9.04207946654 0.00176293370457 123.62 0.97467 0.096897 0.33641 0.00010799 -1032.66 2075.32 -0.000572718
1608.48762167 159.838317165 2.35051758499 9.45175575225 0.00208604988283 122.08 0.97213 0.092907 0.3408 0.00012562 -1097.52 2205.04 -2.48261e-05
1701.22592097 160.919097675 2.48933161768 9.75188427441 0.00190790901966 129.6 1.0263 0.099758 0.37386 0.00012509 -1152.76 2315.52 -1.76395e-05
1859.07384555 160.764423808 2.43852772625 9.1016780125 0.00177095456078 130.25 0.89381 0.088271 0.31127 9.8784e-05 -1180.89 2371.78 -8.67295e-05
1572.10279683 160.556504605 2.46432844416 8.55443379878 0.00207956056264 122.05 0.95582 0.096624 0.32834 0.00012976 -952.195 1914.39 -0.000431636
1616.97499861 159.938269744 2.45468961012 9.21942726589 0.00194582761015 126.26 1.0245 0.1028 0.36539 0.00012816 -1031.32 2072.64 -2.78641e-05
1727.97509336 160.23834321 2.40570267814 8.99767580593 0.001913658354 128.03 0.94505 0.095548 0.33069 0.0001083 -1090.82 2191.64 -7.82655e-06
1489.93860769 159.890082033 2.31905243202 9.86590085427 0.00194214337945 117.68 1.0534 0.096961 0.36861 0.00012003 -1071.19 2152.38 -0.00155366
1892.00073433 161.650642407 2.55983375232 9.39279732242 0.00186788052803 134.4 0.97802 0.095955 0.33719 0.00011549 -1218.67 2447.34 -0.000944646
1844.08046129 160.77564933 2.50559457949 9.3881264996 0.00203654287323 132.96 0.96345 0.093999 0.33069 0.00011861 -1172.41 2354.82 -7.46297e-05
1762.8600282 159.424950189 2.34469311435 8.99172228633 0.00178889406621 128.53 0.92301 0.088341 0.32722 0.00010589 -1130.39 2270.78 -2.04108e-05
1924.86611407 160.057726037 2.44973388354 8.99055565325 0.00191582097409 135.91 0.89965 0.088444 0.31269 0.0001133 -1188.99 2387.98 -0.000599464
1884.8371189 160.677653419 2.52988048731 8.83786728079 0.00211962125074 137.77 0.989 0.096327 0.34015 0.00014502 -1181.02 2372.04 -7.73123e-05
1736.78135543 161.232889879 2.64097631297 8.68059268676 0.00202865761412 133.85 1.0309 0.10176 0.34956 0.00014396 -1039.29 2088.58 -2.33851e-05
1769.21389318 160.779221738 2.5143148863 8.50842595109 0.00180620210455 129.2 0.91369 0.090648 0.31397 0.00010634 -1028.01 2066.02 -5.52264e-05
1615.45828792 158.859324854 2.25917016452 8.85379044257 0.00187508938376 122.59 0.96958 0.090142 0.33437 0.00011745 -1080.28 2170.56 -7.57348e-06
1699.42465287 160.687669715 2.35706628276 8.7541680054 0.00188481037444 122.91 0.89008 0.087196 0.29977 0.00010501 -1072.72 2155.44 -2.61909e-05
1654.04429641 160.439145872 2.43446891958 8.5897578794 0.0020702920156 123.37 0.90987 0.090237 0.31486 0.0001213 -1004.03 2018.06 -8.19432e-05
1818.26990796 159.123690208 2.28632190511 8.48615334891 0.00186031537397 128.38 0.84806 0.081368 0.29021 0.00010485 -1137.29 2284.58 -2.36309e-05
1713.96455212 160.027874098 2.33675192864 8.92992354704 0.00204309247298 125.1 0.93913 0.088449 0.3169 0.00011717 -1127.11 2264.22 -3.40218e-05
1712.27243215 159.563744599 2.31348416025 8.42451454836 0.00202421571172 128.51 0.95889 0.090888 0.32305 0.00013378 -1111.23 2232.46 -3.95601e-05
1826.12611535 159.778344372 2.41498562628 8.94593589585 0.00185175571543 130.95 0.9224 0.089521 0.31732 0.00011298 -1139.67 2289.34 -0.000302423
1724.89004334 160.838684886 2.46100656949 9.10577701055 0.00184662280467 127.05 0.9528 0.094758 0.33066 0.00011148 -1084.93 2179.86 -8.17291e-06
1716.56164295 159.551799353 2.37679703588 8.98510317091 0.00185612679671 129.21 0.98057 0.093888 0.33571 0.00011861 -1107.21 2224.42 -2.18338e-06
1647.4645642 159.793567848 2.40968997703 8.33301461358 0.00193941980253 125.07 0.93208 0.093571 0.31543 0.00012325 -987.713 1985.426 -7.91933e-05
1922.42267792 160.23617771 2.43322694672 9.10176677996 0.00194444892965 135.34 0.91779 0.090786 0.31906 0.0001111 -1215.19 2440.38 -1.66463e-05
1770.71867263 158.759328678 2.23271224603 8.43571146767 0.00182361362677 127.79 0.8943 0.083264 0.30359 0.00011051 -1138.64 2287.28 -5.07854e-06
1511.89408277 160.392236048 2.42498455358 8.63816173506 0.00188463309958 118.84 1.0305 0.098233 0.34162 0.00012334 -949.242 1908.484 -8.60198e-05
1502.51077185 161.526454895 2.50291830521 8.91666715291 0.00185171900036 118.69 1.0341 0.099455 0.3583 0.00013346 -973.296 1956.592 -2.24139e-05
1737.92631937 158.736049292 2.25656482467 8.53929798714 0.0019005018892 125.53 0.85552 0.082875 0.29376 0.00010586 -1073.35 2156.7 -0.000601696
1697.17622163 159.373189296 2.34211990412 8.87892508892 0.00187366940296 128.01 0.96695 0.093693 0.33753 0.00012015 -1095.57 2201.14 -9.9304e-06
1484.03191958 159.817218386 2.46344700411 9.48679673228 0.00203026873646 125.08 1.2085 0.1136 0.40458 0.00015185 -984.054 1978.108 -0.000360436
1561.80059456 161.152790695 2.43848102649 8.87756450466 0.0017703953803 119.71 0.97681 0.095615 0.3348 0.00011098 -997.739 2005.478 -2.35213e-05
1733.29813875 162.010561961 2.56289960406 8.99137470877 0.00206627948085 127.58 0.96474 0.096994 0.32554 0.0001235 -1069.97 2149.94 -9.3267e-06
1560.96983036 160.438722945 2.33903904362 8.96893926858 0.00166516887501 119.64 1.0212 0.094691 0.34118 0.00010793 -1048.45 2106.9 -0.000308602
1778.88812208 163.006628256 2.66372999047 9.38125052 0.00183332559689 131.23 1.0253 0.10211 0.34964 0.00011042 -1132.26 2274.52 -0.000311716
1505.00346213 159.245706755 2.36453729639 8.62225902974 0.00157443913462 118.09 0.94958 0.094538 0.32784 9.1393e-05 -866.005 1742.01 -2.40549e-06
1643.62183952 161.625658384 2.48788380474 8.7502733789 0.00188044581573 121.29 0.91512 0.088563 0.31474 0.00010666 -1011.8 2033.6 -8.15037e-05
1844.21443777 158.935653469 2.27640926009 8.33298121606 0.00201953274104 131.02 0.87253 0.082701 0.29639 0.0001129 -1159.45 2328.9 -5.23129e-06
1716.78053026 160.51120492 2.51397545969 9.31350860528 0.00167346134727 127.78 0.93838 0.09488 0.33301 9.4063e-05 -1030.81 2071.62 -2.00833e-05
1738.37063689 159.874159207 2.48000894764 9.79480514139 0.00200300939723 132.48 1.0376 0.10063 0.37536 0.0001381 -1161.19 2332.38 -1.01821e-05
1611.35993641 160.355346359 2.39171926181 9.14178713591 0.00187004912111 121.81 0.95889 0.094197 0.33633 0.00010726 -1043.93 2097.86 -9.89272e-06
1924.19011801 160.337417372 2.46726818549 9.4981433895 0.0017909208283 134.94 0.90143 0.088581 0.31602 9.6849e-05 -1210.59 2431.18 -6.50741e-06
1571.2071351 158.822379796 2.29117715717 9.17621559326 0.00175377141143 120.62 0.96938 0.093684 0.33445 0.00010019 -997.082 2004.164 -1.24921e-05
1598.44531339 159.541533963 2.35901982221 9.08127354827 0.00165945989172 123.15 1.0259 0.095673 0.35498 0.0001138 -1046.39 2102.78 -1.34362e-05
1802.88069402 159.198308866 2.29803363956 8.52079790467 0.00199352861441 130.23 0.89591 0.08775 0.30239 0.00011241 -1099.33 2208.66 -1.31179e-05
1693.33651516 160.422483314 2.42680195886 8.85986640048 0.00163234160078 125.65 0.97727 0.09274 0.33776 0.00010005 -1054.8 2119.6 -8.99218e-06
1810.09859667 161.051805738 2.54676836004 9.20648521073 0.00174816436327 133.04 0.99808 0.098987 0.3456 0.00010573 -1124.03 2258.06 -8.94801e-06
1742.02390076 160.078794379 2.43187812954 8.91722489649 0.00188533851309 131.45 1.0516 0.10003 0.35703 0.00013347 -1129.91 2269.82 -0.000299376
1576.5383086 160.87577614 2.49590739444 9.48728303245 0.0020435350967 124.35 1.0515 0.10416 0.37656 0.00013458 -1055.56 2121.12 -5.97543e-06
1707.85186368 159.584954442 2.2878961173 8.99710907956 0.0018174606875 123.49 0.88242 0.086306 0.30697 0.00010203 -1100.79 2211.58 -1.97166e-05
1972.12404592 159.277877655 2.37981550191 8.71962209341 0.00194141565046 135.89 0.80742 0.083952 0.27736 9.6139e-05 -1140.51 2291.02 -0.000848895
1497.21735565 159.375087142 2.35381887162 9.02998083138 0.00206084269094 117.62 0.95411 0.093165 0.3364 0.00012526 -949.005 1908.01 -5.05039e-06
1777.65851603 159.727600769 2.45000619085 8.94652838049 0.00176033014831 131.17 0.94889 0.095905 0.3245 0.00010576 -1060.18 2130.36 -6.76084e-06
1820.1205898 159.488976723 2.46061139351 9.53929238298 0.00203743162341 136.63 1.0191 0.10324 0.36686 0.00013154 -1184.92 2379.84 -9.09138e-05
1809.83611549 158.743751589 2.3222372745 8.73855872068 0.00176343106784 130.71 0.89174 0.089205 0.31009 9.9819e-05 -1101.5 2213 -4.74481e-05
1704.32950659 159.653756346 2.3385897754 9.3708041388 0.0016226064381 124.53 0.94656 0.089391 0.32985 9.0848e-05 -1113.01 2236.02 -0.00017784
1796.67283591 159.653093162 2.36793246145 9.20775901674 0.00182440724195 130.48 0.93337 0.090674 0.32239 0.00010984 -1159.25 2328.5 -2.07576e-05
1756.34776261 158.931397662 2.32741851747 8.48438019458 0.00177256943568 128.75 0.90925 0.088223 0.30826 0.00011049 -1067.82 2145.64 -6.36095e-06
1739.3131245 161.418444099 2.50040732943 9.13949360399 0.00200911665083 126.22 0.90005 0.090554 0.31305 0.00010833 -1071.25 2152.5 -9.93387e-05
1575.36175564 160.903773137 2.43182477905 9.24685587277 0.00181911143371 120.43 0.98963 0.095033 0.34816 0.00011418 -1030.89 2071.78 -7.8214e-05
1450.08182515 160.089206864 2.33340684492 9.15282398254 0.00208615419384 115.5 0.99747 0.096864 0.33794 0.00012207 -960.64 1931.28 -0.00013058
1653.60663478 156.692498284 2.04936518829 8.69934865152 0.00197449849249 123.59 0.88935 0.08327 0.30947 0.00011259 -1120.33 2250.66 -3.99575e-06
1688.15070373 159.696975988 2.39731313732 9.18815358874 0.00161315634184 126.01 0.96309 0.093491 0.33807 9.6942e-05 -1051.43 2112.86 -9.58555e-06
1536.82999223 159.765837302 2.26032647676 8.55221850246 0.00179957230229 116.78 0.96233 0.088333 0.32914 0.00012293 -1032.09 2074.18 -0.000539192
1684.78980386 161.011535549 2.42679650676 8.51272983003 0.00191521568604 123.28 0.89838 0.088025 0.30797 0.00011089 -1028.34 2066.68 -6.92492e-05
1608.58406744 159.65105235 2.39061573778 9.51759395255 0.00172045291902 125.84 1.0693 0.099798 0.36448 0.00011348 -1075.15 2160.3 -3.56014e-05
1755.80925627 159.379249288 2.3582683322 9.32182816099 0.00192285888878 129.78 0.94993 0.092877 0.33269 0.00010869 -1127.99 2265.98 -0.00100561
1822.47935156 160.662569354 2.49624547192 9.05246184447 0.00177867404694 132.22 0.98161 0.094553 0.32333 0.00010651 -1124.72 2259.44 -7.07005e-05
1551.9456736 158.826075198 2.2472076056 8.92697913157 0.00198464320533 119.27 0.93306 0.090001 0.33264 0.00011838 -1034.65 2079.3 -0.00189978
1582.48159755 158.733799262 2.18925744368 8.58722890492 0.00173797471414 117.08 0.876 0.082236 0.30381 9.5819e-05 -1013.52 2037.04 -0.00030965
1676.48039285 159.738652864 2.38030716107 8.86914263544 0.00190271311484 125.37 0.94743 0.090613 0.32435 0.00012523 -1050.53 2111.06 -6.97623e-07
1593.80122999 160.854323925 2.4712940026 9.58108498226 0.00185387373786 125.4 1.0973 0.10553 0.37909 0.00012853 -1082.23 2174.46 -0.000352146
1570.19949888 160.719712837 2.42339781121 8.65262296568 0.0019431272813 120.22 0.96467 0.092911 0.32538 0.00012179 -976.812 1963.624 -3.11856e-05
1599.63530272 159.25429639 2.37083988604 8.79469368495 0.00185343008718 124.9 1.0135 0.098476 0.35103 0.00012152 -1005.12 2020.24 -5.80455e-05
1877.18152436 161.147422014 2.57152019923 8.73007919116 0.00190781029308 134.2 0.90772 0.092701 0.31136 0.00011722 -1114.5 2239 -1.32295e-05
1687.45922971 158.402445807 2.27370980324 9.19899015279 0.00184940061043 127.31 0.95966 0.093087 0.33167 0.00010908 -1102.8 2215.6 -7.07455e-06
1716.06351679 161.486598077 2.49768307619 9.16307537163 0.00206489904064 126.22 0.95716 0.093593 0.33612 0.00012403 -1116.02 2242.04 -4.77049e-06
1821.59758477 159.205858705 2.35144467945 9.27650468011 0.00196880845516 131.55 0.92619 0.091284 0.32649 0.00011328 -1183.51 2377.02 -1.05182e-05
1570.24554997 160.049192139 2.43270387668 9.1281103656 0.00207455477241 122.78 1.0025 0.10059 0.34539 0.00012739 -984.94 1979.88 -2.18285e-06
1295.19949789 159.97418989 2.36899204362 9.20285011927 0.00206099814992 112.52 1.166 0.11225 0.39728 0.00014951 -854.328 1718.656 -0.00138475
1801.86748246 161.782265726 2.64181217813 9.53461654365 0.00209673055585 134.99 1.0537 0.10412 0.36602 0.00013824 -1144.08 2298.16 -7.02013e-05
1621.83531939 158.45076795 2.28085226622 8.75945127037 0.00183875583093 123.89 0.9358 0.090564 0.32165 0.00011592 -1033.14 2076.28 -1.32216e-05
1853.16135986 158.725433013 2.27530911469 8.80623208481 0.00175480338038 133.95 0.94288 0.087428 0.32478 0.00010692 -1214.32 2438.64 -0.000280008
1818.59924352 160.216266852 2.33054015663 8.94403526943 0.00187827429721 127.53 0.86398 0.084105 0.30281 0.00010251 -1186.57 2383.14 -0.000522432
1770.51329431 159.871331289 2.34400574568 8.76814845541 0.00184776446366 127.48 0.92364 0.087217 0.30919 0.00010786 -1126.41 2262.82 -0.000336462
1631.29504114 161.039983497 2.51857439222 8.87277519075 0.00176849351829 123.2 0.93069 0.093698 0.32644 0.00010243 -971.39 1952.78 -1.13929e-05
1521.98701211 160.514671346 2.29672345743 8.93250574974 0.00180273619366 116.6 1.0031 0.092123 0.33349 0.00010494 -1035.15 2080.3 -1.91661e-05
1852.70560046 159.319360357 2.37319536421 9.15877441385 0.001706093955 134.28 0.99433 0.092107 0.33527 0.00010262 -1186.9 2383.8 -2.53302e-06
1514.58685907 160.159112399 2.27913121486 9.17444497768 0.00179210563611 115.83 0.97717 0.091538 0.33595 0.00010695 -1044.62 2099.24 -0.000315379
1611.41227083 160.209136943 2.46388463946 9.76213676866 0.00167718355315 126.77 1.1009 0.1065 0.39705 0.0001125 -1080.76 2171.52 -0.000187779
1749.94725305 159.538238167 2.36917689975 8.63629116238 0.00192866791981 130.67 0.96434 0.09236 0.32892 0.00012497 -1108.55 2227.1 -1.99761e-05
1621.01725703 159.135278401 2.25740845801 8.88428822905 0.00193061470144 122.05 0.95943 0.088858 0.33002 0.00011406 -1084.41 2178.82 -5.80183e-05
1969.12914543 159.210169882 2.47648071077 9.26551369981 0.00163721763369 140 0.91126 0.092892 0.32893 9.6932e-05 -1186.7 2383.4 -0.000155998
1698.97993684 159.507938663 2.31070352663 9.08907029743 0.00167931868411 124.48 0.96827 0.09086 0.32883 0.00010142 -1108.29 2226.58 -3.44368e-06
1749.00062827 160.846064253 2.45753149528 9.12560832128 0.00192750180816 130.44 1.0131 0.098868 0.34297 0.00012594 -1140.62 2291.24 -3.83815e-05
1686.83155282 159.804627615 2.34435578319 9.09169875613 0.00177462907702 124.75 0.93801 0.091055 0.32814 0.00010465 -1107.34 2224.68 -1.33509e-05
1584.43091443 159.866888433 2.31391837356 8.71844685696 0.00208430796511 122.13 1.0087 0.09148 0.33778 0.00014053 -1070.55 2151.1 -3.25233e-05
1734.72384906 159.601656355 2.36821039137 8.95273170385 0.00189046561738 130.35 1.0127 0.092972 0.34796 0.00012461 -1155.4 2320.8 -0.00133023
1614.187075 159.85965646 2.33113066482 8.91558453512 0.00206877738829 121.56 0.95076 0.089931 0.32244 0.00012986 -1063.91 2137.82 -1.6349e-05
1765.05506787 161.023102462 2.45285889924 8.90072849412 0.00186592161167 127.71 0.92937 0.089561 0.32096 0.00011198 -1123 2256 -3.60569e-05
1582.33900215 160.480295493 2.32227922476 8.97247745094 0.00175619636611 118.83 0.94591 0.090523 0.32835 0.00010156 -1051.86 2113.72 -1.29101e-05
1695.59323034 160.669514834 2.42661640411 8.91170538902 0.00192870339699 124.33 0.91593 0.090751 0.31527 0.0001078 -1054.46 2118.92 -0.00216152
1673.50047763 159.818640748 2.35828132212 8.93081694704 0.0016951793691 124.97 0.94815 0.092252 0.33611 0.00010488 -1086.25 2182.5 -4.09843e-06
1496.11378974 160.241995448 2.39958283681 8.50244645176 0.00169618760149 118.73 1.057 0.099081 0.34923 0.00011314 -943.481 1896.962 -0.00097173
1486.7654442 158.932550336 2.2200354794 8.41241004197 0.00188196414563 116.63 0.96359 0.090534 0.33143 0.00012063 -971.921 1953.842 -1.244e-05
1754.93893721 160.986883601 2.47260278359 8.84115440584 0.00194530412889 129.9 0.97053 0.095911 0.33107 0.0001188 -1122.46 2254.92 -1.48729e-05
1548.15876465 159.770464468 2.26054062329 9.01254024084 0.00191572943065 117.13 0.92118 0.087355 0.32041 0.00010916 -1041.53 2093.06 -2.65814e-05
1470.68829754 158.887332167 2.25781215406 8.86589877739 0.00176914587424 117.31 1.0056 0.097119 0.34595 0.00011014 -942.32 1894.64 -5.6955e-07
1703.87953339 159.563040038 2.34684221963 9.40250663568 0.00163576720502 126.21 0.96306 0.092282 0.33522 9.3977e-05 -1123.79 2257.58 -9.18258e-06
1807.95537647 160.701593872 2.48365767589 9.2964692677 0.00186671965663 131.45 0.961 0.092182 0.34046 0.00011487 -1168.73 2347.46 -0.00039849
1791.61881588 160.767360119 2.42301557801 9.35114958351 0.00187043626143 127.75 0.89642 0.089755 0.31859 0.00010119 -1173.63 2357.26 -1.75878e-06
1621.19836676 160.101257732 2.40275632701 9.35920892012 0.00188227832765 124.18 1.0088 0.098046 0.355 0.00011982 -1063.3 2136.6 -5.34011e-06
1638.48783557 160.348655598 2.39226874983 9.61020491168 0.00199247729427 123.46 0.96978 0.094407 0.34236 0.00011223 -1102.57 2215.14 -8.57921e-05
1688.21356889 160.293585504 2.35134026771 8.69576750925 0.00192542211619 123.81 0.96239 0.089042 0.32366 0.00011609 -1102.31 2214.62 -1.1053e-06
1698.92258161 160.624704903 2.42235096316 9.10475428318 0.00197506137001 124.94 0.93933 0.091712 0.32326 0.00011032 -1090.41 2190.82 -8.86718e-05
1701.32911656 157.977282065 2.21184440502 9.58858407899 0.00175328494501 129.16 1.0308 0.097066 0.36279 0.00011381 -1195.48 2400.96 -4.58204e-06
1841.92768028 160.450626881 2.4730063097 8.92687752073 0.00177398962742 133.01 0.94844 0.090687 0.33001 0.00010869 -1156.55 2323.1 -1.02255e-06
1686.5401048 160.436702531 2.4340381511 8.97931381194 0.00197372916899 126.95 0.98825 0.094058 0.33417 0.00012043 -1069.09 2148.18 -2.94412e-05
1716.41580357 160.012350557 2.31684160207 9.01196963229 0.00190218804597 123.4 0.90996 0.084834 0.31695 0.00010721 -1140.51 2291.02 -6.75287e-06
1925.15578956 161.317333182 2.54117990744 9.1317370144 0.0016791550761 135.79 0.92812 0.093653 0.32223 9.8788e-05 -1181.2 2372.4 -2.27712e-05
1590.24954597 159.798069676 2.35810297936 8.73895299243 0.00200106069492 122.39 1.0041 0.095819 0.33708 0.00013648 -1026.1 2062.2 -6.98737e-06
1772.06505128 161.345411431 2.63105139117 9.42085543543 0.00208237823651 133.54 1.0459 0.10602 0.35988 0.00013382 -1099.65 2209.3 -1.12088e-05
1672.11449014 159.899223355 2.37198848715 8.99294217174 0.00188925596833 125 0.95498 0.092601 0.33044 0.00011399 -1081.2 2172.4 -3.48799e-05
1838.70472328 159.45272039 2.39988281423 8.71920326856 0.00183813886889 131.32 0.85725 0.085661 0.30768 0.00010407 -1105.05 2220.1 -0.00170422
1559.8663647 160.59003644 2.48198005249 9.30670812923 0.00168438407666 121.25 1.0229 0.10111 0.3576 0.00010488 -975.659 1961.318 -0.00133922
