"D" "sigma" "z" "sigmatoa" "se.D" "se.sigma" "se.z" "se.sigmatoa" "logLik" "AIC" "maxgrad"
1525.9574313 10.1922181202 4.37001288951 0.00172929643371 134.08 0.2511 0.24024 0.00010336 798.864 -1589.728 -3.11337e-06
1616.72156303 9.44871600353 4.01300069512 0.00202031194392 147.38 0.27972 0.23954 0.00015614 517.268 -1026.536 -0.00197259
1404.5459381 10.1535161874 3.96744721983 0.0019775544532 132.11 0.29796 0.22972 0.00012674 692.439 -1376.878 -0.000207037
1730.31414578 10.4443711911 4.48345401933 0.00181232360521 139.82 0.23961 0.23424 0.00010079 874.499 -1740.998 -0.000955239
1372.59862347 10.7008416336 4.32065970529 0.00183013153215 124.5 0.28701 0.25985 0.0001179 749.505 -1491.01 -2.5723e-07
1557.53988554 10.2958707703 4.68903304977 0.00171770153542 136.46 0.2819 0.28291 0.00012404 548.952 -1089.904 -3.94776e-07
1671.74731846 10.6276021475 4.63483872328 0.00205500682252 142.44 0.28015 0.28078 0.00012677 726.871 -1445.742 -0.000340288
1349.16510003 10.9773702978 4.20974602748 0.00163446185146 122.19 0.30179 0.25539 0.00010403 621.715 -1235.43 -1.27094e-05
1663.67287998 10.3734860069 4.70573876294 0.00184991260895 142.27 0.31086 0.30692 0.00012703 601.319 -1194.638 -4.50745e-05
1640.99563541 10.718479084 5.04970587659 0.00185630642717 140.04 0.30322 0.33295 0.00012989 450.205 -892.41 -9.19263e-05
1322.38312446 9.93059074383 3.81505947806 0.00205800302448 131.86 0.29655 0.23404 0.0001477 510.995 -1013.99 -7.46402e-06
1608.65087949 10.6399360893 4.51932048059 0.00182858663398 134.08 0.24743 0.24398 0.00010372 883.783 -1759.566 -0.00193643
1743.03270256 10.2049723607 4.28432197575 0.00221210189626 150.28 0.59587 0.55158 0.00028403 982.598 -1957.196 -0.00108134
1311.82783957 10.7924568044 4.51882347715 0.00221893468445 119.15 0.31636 0.27972 0.00013867 698.757 -1389.514 -0.00140691
1609.07068965 10.4583138655 4.70707578906 0.00180390538262 137.93 0.26989 0.27318 0.00010983 718.427 -1428.854 -0.00174101
1653.63975831 10.0881049204 4.41460648642 0.00221092764636 145.75 0.27873 0.27328 0.00015074 512.858 -1017.716 -0.00100698
1611.05403866 10.1185820862 4.18842391995 0.0017889666008 139.99 0.2407 0.22403 0.0001059 741.529 -1475.058 -0.000464273
1436.93738576 9.990721152 3.69923465636 0.00173027247211 132.84 0.26053 0.19514 0.000103 706.8 -1405.6 -8.98266e-05
1759.06973604 10.4823743827 4.86930181177 0.00203088408864 144.07 0.5728 0.53662 0.00030079 751.836 -1495.672 -0.000610797
1723.62385189 10.3803437902 4.96697406385 0.00180208844677 140.77 0.24477 0.28243 0.00011806 679.152 -1350.304 -8.0391e-05
1489.0975264 10.7799565782 4.41244586623 0.00207470720615 128.96 0.27002 0.2539 0.00012329 921.707 -1835.414 -0.00281796
1361.54531805 10.6662951112 4.25766384455 0.00198738918791 126.22 0.31842 0.26049 0.00014482 650.662 -1293.324 -0.000202586
1346.59284434 11.4817542096 5.19540049531 0.00209029664779 116.77 0.29282 0.32538 0.00012496 732.896 -1457.792 -1.00973e-05
1376.49301438 10.7311350019 3.86020513283 0.00208661153781 128.49 0.34606 0.24454 0.00013209 689.45 -1370.9 -0.00247951
1528.32428071 10.3353732638 4.39521790551 0.00160002242803 132.27 0.25115 0.24918 9.6537e-05 712.36 -1416.72 -0.000636777
1367.5413598 11.2085229166 4.57638439678 0.00187048158397 123.47 0.34783 0.29528 0.00014021 599.853 -1191.706 -0.00532151
1501.68621658 11.0495127829 4.79369430623 0.00207320346621 129.18 0.27055 0.28796 0.00012618 763.031 -1518.062 -0.00452708
1413.14265646 10.2207152676 4.11202802868 0.0017797747191 132.11 0.28345 0.23345 0.00012412 532.16 -1056.32 -8.78158e-05
1460.04935143 10.228780385 3.87498694406 0.00201512752599 135.05 0.29727 0.21207 0.00011717 711.066 -1414.132 -3.85227e-06
1667.28131788 10.3693749133 4.6166727421 0.00195019427155 140.11 0.28655 0.26467 0.000133 670.406 -1332.812 -0.00295743
1415.12000155 10.5840145868 4.34472715071 0.00200990683227 128.32 0.29214 0.2574 0.00012494 657.553 -1307.106 -0.00194759
1362.01403706 10.9057898238 4.16770046159 0.00177184637561 121.62 0.27365 0.22838 0.00010335 798.589 -1589.178 -1.82664e-06
1469.50556504 10.9576210533 4.69053662723 0.00208821462263 129.29 0.33278 0.29568 0.00016377 686.374 -1364.748 -0.0040157
1463.19319862 10.4440532823 4.48360676373 0.00196915756398 134.74 0.31701 0.2914 0.00014971 498.858 -989.716 -2.28774e-05
1337.66078419 11.00042917 4.52338928922 0.00195226061061 120.83 0.32872 0.27588 0.00012641 676.022 -1344.044 -0.000665326
1386.69852284 10.4170093056 4.30709377939 0.00195798075627 131.18 0.30634 0.28171 0.00013955 515.476 -1022.952 -0.00139006
1792.21144626 10.0641055672 4.80737254285 0.00202165067952 145.92 0.2433 0.27253 0.00013195 711.221 -1414.442 -0.000659901
1522.39958059 10.1125689577 4.0990548279 0.00194775056149 137.51 0.27361 0.22715 0.0001177 663.832 -1319.664 -0.000104749
1524.2960006 10.6325746273 4.4700038649 0.00212830656751 134.52 0.32261 0.26533 0.00013339 668.476 -1328.952 -1.9302e-05
1621.5468404 10.0450860759 4.06066989718 0.00203309402961 141.02 0.25421 0.22022 0.00012592 709.716 -1411.432 -0.00105816
1436.39956491 10.6914840579 4.79699848247 0.00210603231586 129.2 0.29327 0.30137 0.00013541 668.452 -1328.904 -5.74773e-05
1129.73977283 11.2730692793 4.75722792491 0.00205996345027 115.93 0.36235 0.34931 0.00015301 465.231 -922.462 -4.46102e-06
1661.89086708 10.5623445408 5.01354167129 0.00218824485631 142.77 0.3186 0.32497 0.00014517 573.803 -1139.606 -0.000216265
1482.44763493 10.3483342939 4.40783475785 0.00203060440607 130.1 0.29562 0.25434 0.00014384 640.629 -1273.258 -1.94673e-06
1671.76525749 11.0416307305 4.79360541332 0.00177768805954 139.99 0.30348 0.2839 0.00011051 595.762 -1183.524 -0.00905963
1579.23705193 10.982311782 4.36395269492 0.00197434648554 132.74 0.277 0.2435 0.00011182 812.403 -1616.806 -5.26799e-06
1664.23719086 10.3121114734 4.42682610168 0.00197589911456 140.88 0.25 0.24454 0.00012201 733.127 -1458.254 -0.000595054
1490.43201858 10.5052993921 4.74509441292 0.00178838590659 128.8 0.25123 0.27975 0.00010855 718.904 -1429.808 -4.94318e-05
1412.03799669 10.9253849567 4.48992615014 0.00190905332081 127.8 0.30834 0.26579 0.00011578 640.339 -1272.678 -0.00276655
1605.64519 10.136514525 4.05963905329 0.00187296669793 143.06 0.33582 0.23387 0.00013711 597.809 -1187.618 -2.67393e-05
1309.9151475 10.7838643599 4.03561794036 0.00188218645235 122.3 0.29243 0.23661 0.00012037 680.585 -1353.17 -1.44775e-06
1380.1709321 10.1175957991 4.00383295437 0.00171600112994 134.04 0.34924 0.26205 0.00012173 460.944 -913.888 -0.00075192
1576.15109313 10.6730062272 4.66509026138 0.00197823660618 137.71 0.30347 0.29015 0.00014033 571.199 -1134.398 -8.63609e-05
1418.02843614 11.0486776788 4.44091437279 0.00198767635103 126.79 0.31216 0.2632 0.00012287 633.664 -1259.328 -2.36984e-05
1790.83775045 9.45345062598 4.09683426591 0.00176548922917 151.8 0.23899 0.21754 0.00011352 672.741 -1337.482 -0.0105145
1507.27876344 10.7481731944 4.36611828306 0.00166579072896 129.81 0.27291 0.25242 0.00010236 688.494 -1368.988 -1.66563e-05
1605.67876478 10.2256474984 4.34740496186 0.00206231201558 145.9 0.28854 0.26364 0.00015027 564.847 -1121.694 -0.00074587
1622.24391652 10.1902339453 4.41567141578 0.00179994678159 138.97 0.24824 0.2443 0.0001136 701.963 -1395.926 -5.8983e-05
1404.1626486 11.1482281215 4.6550744293 0.00212430867112 125.72 0.3406 0.28468 0.00014821 555.081 -1102.162 -7.78373e-05
1431.6471936 10.6955539642 4.16383972302 0.0018956553162 131.94 0.34508 0.25266 0.00013166 488.166 -968.332 -1.3711e-05
1537.34754107 10.6717235039 4.72089693564 0.00213719280562 130.66 0.27883 0.27776 0.00014761 717.542 -1427.084 -0.000946031
1640.91271843 10.7303426578 4.80653805439 0.00195298242874 138.27 0.27069 0.28151 0.00012732 722.7 -1437.4 -0.00045317
1399.54394375 11.0375538441 4.40952015444 0.00177118312963 125.89 0.34655 0.26765 0.00010721 728.739 -1449.478 -0.00687287
1555.9248946 10.8525121023 4.8182007039 0.00197368399702 130.52 0.26419 0.28845 0.00011763 806.797 -1605.594 -0.000231653
1518.82133141 10.3931679541 4.34056844409 0.00193706384554 135.55 0.2908 0.27322 0.0001299 611.416 -1214.832 -8.44386e-05
1262.27453865 9.77910878834 3.73609572939 0.00193777621122 129.5 0.32086 0.21575 0.00015946 445.589 -883.178 -0.0138842
1352.30418341 11.291459376 4.8501027021 0.00192808629414 123.23 0.32061 0.32182 0.00013058 592.561 -1177.122 -2.80787e-06
1654.7956504 10.3362949361 4.64212241161 0.00197011808122 142.03 0.29099 0.27961 0.00012381 597.425 -1186.85 -0.00057739
1250.75255914 11.1298490848 3.98440169069 0.00204846033518 118.54 0.33571 0.25518 0.00013562 758.601 -1509.202 -0.00649845
1343.48498969 10.3704865442 4.23616715912 0.00181879327217 129.61 0.29476 0.25404 0.0001177 597.207 -1186.414 -5.0108e-05
1637.40680475 10.743654151 4.88502756653 0.00168829021433 134.26 0.27707 0.2807 9.8551e-05 731.637 -1455.274 -5.71354e-05
1622.51271845 10.4273962541 4.46737107364 0.0019014957543 138.59 0.26259 0.24684 0.00012161 651.929 -1295.858 -2.49015e-06
1559.02596713 10.0774041351 3.90178389069 0.00201125665575 138.27 0.2575 0.21142 0.00012229 787.478 -1566.956 -3.64774e-05
1482.6293156 10.8143797737 4.73031334489 0.00192937655635 130.26 0.31422 0.31404 0.00012898 621.278 -1234.556 -1.51983e-05
1312.47137036 10.4497066046 3.7506003804 0.00205443041657 125.72 0.30476 0.21997 0.00012676 700.387 -1392.774 -0.00345419
1453.17866654 10.8437180217 4.31318097202 0.00201596490378 131.52 0.29585 0.25805 0.00012929 620.335 -1232.67 -0.00243485
1522.63387481 10.7208891266 4.53172717028 0.0020658654268 130.66 0.2903 0.2686 0.00012216 765.026 -1522.052 -0.000290877
1442.60409732 10.2638053099 3.78533250784 0.00182723944408 134.37 0.32917 0.23255 0.00012984 504.977 -1001.954 -5.7075e-05
1693.76677897 9.8685943312 4.24651187146 0.00179991465628 145.24 0.2509 0.21961 0.00011602 605.255 -1202.51 -0.000117803
1538.2687037 10.2294156644 4.34944138557 0.00199342529171 136.91 0.2789 0.23709 0.000126 674.554 -1341.108 -0.000198634
1487.39057937 11.6263450587 4.82704357626 0.00197569416512 123.24 0.3079 0.29505 0.00011683 777.482 -1546.964 -5.73854e-05
1845.45796965 9.83425502742 4.42751348269 0.00182851809127 155.91 0.26393 0.29035 0.00013508 710.237 -1412.474 -0.00156225
1517.49085648 10.9788017894 5.19640841798 0.00212085940081 130.27 0.31018 0.34704 0.00014935 585.581 -1163.162 -0.000788996
1671.92835382 9.81540148733 4.55461913106 0.00222076399034 146.28 0.25226 0.27887 0.00014847 594.515 -1181.03 -1.77458e-05
1442.11426933 10.4559660617 4.15818667527 0.00197130559358 130.31 0.2919 0.23975 0.0001317 638.996 -1269.992 -0.000107368
1612.02960851 10.1817627058 4.25423334778 0.00187147246851 137.26 0.25226 0.23002 0.00011116 736.192 -1464.384 -0.000342204
1403.73211082 10.2839376003 4.38921048428 0.00179530588138 129.05 0.28175 0.28278 0.0001202 624.651 -1241.302 -2.87525e-05
